DB,Title,Authors (separate with//),Year,Language,Script,Lang_geneticprox,Prox_cat,No_nativespeakers,LangFamily,Journal,JournalCountry,StudyDesign,StudyDesign_cat,Region,Relative_no_studiesTA,Category,IUCN,TorNT,English_Abstract,Trans_Abs,Tot_Citations,Tot_crosslang_cit,Tot_crosslang_exclEng,Tot_samelang_cit,PerEng,PerSameLangCit,PerCrossLangCit,No_Langs_Cited,SelfCitations,English,French,Dutch,Russian,Spanish,German,Slovac,Polish,Portugese,Slovenian,Italian,Catalan,Hungarian,Korean,Japanese,Norwegian,Simplified Chinese,Traditional Chinese,Swedish,Danish,Persian,Ukranian,Czech,Finnish,Turkish,Thai,Estonian,Croatian,Icelandic,Latvian,Bulgarian,Lithuanian,Hebrew,Indonesian,Hindi,Bosnian,Greek
NEL,"Establishing the lynx, Lynx lynx (Linn?, 1758) in Slowenia",?op,1977,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Zeitschrift f?r Jagdwissenschaft,Germany,BA,Less complex,"Ko?evje, Slovenia",601,Mammals,Least Concern,Not Threatened,No,NA,9,8,1,1,0.78,0.11,0.89,3,1,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Untersuchung der Wirksamkeit von Wildwarnreflektoren und der Eignung von Wilddurchl?ssen,Olbrich,1984,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Zeitschrift f?r Jagdwissenschaft,Germany,After,Less complex,Nordrhein-Westfalen,601,Mammals,Least Concern,Not Threatened,No,NA,40,31,5,9,0.65,0.23,0.78,6,0,26,2,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Importance of Wildolife Overpasses to Connect Dispersal Corridors of the European Wildcat using the Example in Pettingen/Mersch (Luxembourg),Pir//Schauls//Dietz//Simon,2011,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Bull. Soc. Nat. luxemb.,Luxembourg,After,Less complex,Luxembourg,601,Mammals,Least Concern,Not Threatened,Yes,NA,5,4,2,1,0.4,0.2,0.8,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Restoring the alluvial landscape of the Hase river - resulting structural complexity and colonization by flora and fauna,Remy,2013,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Natur und Landschaft,Germany,After,Less complex,"Hasel?nne, Germany",601,Mammals,Least Concern,Not Threatened,No,NA,2,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"The amphibian field facility for research and
breeding purposes of the Biological Institute Metelenl                                         
                Construction - working approaches - first experiences",Dieter Glandt ,1983,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Salamandra,Germany,After ,Less complex,"M?nsterland (North Rhine-Westphalia, Germany) ",601,Amphibian,Least Concern,Not Threatened,Yes,NA,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Gravel pits as secondary habitat for endangered amphibians and reptiles,Ulrich Sinsch,1988,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Salamandra,Germany,After ,Less complex,"Sankt Augustin (Rhein-Sieg-Kreis, North Rhine-Wesphalia, Germany) ",601,Amphibian,Least Concern,Not Threatened,Yes,NA,18,9,2,9,0.39,0.5,0.5,4,9,7,1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Monitoring the revitalization of kettle ponds in Mecklenburg-Western Pomerania: Effects on the fire-bellied toad, the common tree frog and dragonflies",Bönsel//J. Matthes//H. Matthes//M. Runze,2007,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Natur und Landschaft,Germany,BA,Less complex,"Gro? Viegeln, Marlow, Seelow / Mecklenburg-Vorpommern / Germany",601,Amphibian,Least Concern,Not Threatened,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,The development of the 'Mei?endorfer Teiche/Bannetzer Moor' large-scale conservation project in the district of Celle (Lower Saxony) since 1979,Clausnitzer//B?hring//Langbehn//Ortmann//Rufert//Thiess,2004,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Natur und Landschaft,Germany,BA,Less complex,Niedersachsen / Germany,601,Amphibian,Least Concern,Not Threatened,NA,NA,5,0,0,5,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"The effects of conservation measures an dragonflies and amphibians: 
Stream restoration through fishpond removal
",Clausnitzer,2001,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Natur und Landschaft,Germany,BA,Less complex,Celle / Niedersachsen / Germany,601,Amphibian,Least Concern,Not Threatened,NA,NA,3,0,0,3,0,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Effectiveness of a new toad tunnel,Ipsen,1996,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Natur und Landschaft,Germany,After,Less complex,M?hnsen / Schleswig-Holstein / Germany,601,Amphibian,Least Concern,Not Threatened,No,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Effects of Revitalization and teh 1999 Flood on Amphibian Populations inthe M?rchligenau near Berne,L?schner//Grossenbacher,2001,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Zeitschrift f?r Feldherpetologie,Germany,After,Less complex,Bern / Bern / Switzerland,601,Amphibian,Least Concern,Not Threatened,Yes,NA,5,1,0,4,0.2,0.8,0.2,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Neuanlage und Verbesserung von Kleingew?ssern f?r den Laubfrosch und andere Amphibien - eine Untersuchung im ?stlichen M?nsterland (NRW),Schwartze,2002,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Zeitschrift f?r Feldherpetologie,Germany,After,Less complex,Warendorf / Nordrhein-Westfalen / Germany,601,Amphibian,Least Concern,Not Threatened,Yes,NA,3,2,0,1,0.67,0.33,0.67,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,The Importance of Green Bridges for Amphibians and Reptiles - Investigations at the Autobahn 4 near Bischofswerda/Upper Lusatia (Saxony),Teufert//Cipriotti//Felix,2005,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Zeitschrift f?r Feldherpetologie,Germany,After,Less complex,Bischofswerda / Sachsen / Germany,601,Amphibian,Least Concern,Not Threatened,Yes,NA,12,9,2,3,0.58,0.25,0.75,4,0,7,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Opencast mining as an opportunity for conservation: mining of siliceous earth near Neuburg an der Donau as an example for the management of habitats of pioneer species,Mitterer//Schaile,2014,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,ANLiegen Natur,Germany,After,Less complex,"Bavaria, Germany",601,Amphibian,Least Concern,Not Threatened,Yes,NA,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Functioning of a new amphibian protection site in the municipality Kehlen,Engel//Bressanutti,1993,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Bull. Soc. Nat. luxemb.,Luxembourg,After,Less complex,"Kehlen, Luxembourg",601,Amphibian,Least Concern,Not Threatened,Yes,NA,2,1,1,1,0,0.5,0.5,2,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Recolonisation of the European Tree Frog after habitat improvement measures in Central Luxembourg,Junck//Schoos,2000,German,Latin,31.3,Related,"133,000,000",Indo-European Germanic,Bull. Soc. Nat. luxemb.,Luxembourg,BA,Less complex,across the country of Luxwmbourg,601,Amphibian,Least Concern,Not Threatened,No,NA,6,4,3,2,0.17,0.33,0.67,4,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"ORNITHOLOGICAL ASPECTS OF CONVENTIONAL AND CONSERVATION TILLAGE, SIGNIFICANCE OF EDGES FOR THE OCCURRENCE OF FARMLAND BIRDS",Szabolcs Benke // Bal?zs Madarász // Krisztina Bádonyi // ?d?m Kertész,2010,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Tájökológiai Lapok,Hungary,BACI,More complex,"Di?sk?l, Zalaszentm?rton",NA,Birds,Least Concern,Not Threatened,Yes,NA,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,THE TRANSFORMATION OF THE BLACK PINE STANDS FOR TURKEY OAK ON BALATON UPLAND,T. Szekrényes,2012,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Tájökológiai Lapok,Hungary,After,Less complex,Balatonakali ,NA,Birds,Least Concern,Not Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,EFFECTS OF AGRI-ENVIROMENT SCHEMES AND DIFFERENT FARMING PRACTICES ON THE DIVERSITY OF FARMLAND BIRDS,Á. Fehér // B. Tóth // M. Heltai,2015,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Tájökológiai Lapok,Hungary,After,Less complex,European Union,NA,Birds,Least Concern,Not Threatened,No,NA,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,POPULATION CHANGE AND POTENTIAL FOOD BASE OF THE SHOREBIRDS ON THE NAGY-SZIK OF THE HORTOB?GY (PRELIMINARY RESULTS),Anna Lisztes // Zsolt V?gv?ri // M?rta Varga // Edina M?zes // Zolt?n Barta,2012,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Természetvédelmi Közlemények,Hungary,After,Less complex,Balmaz?jv?ros,NA,Birds,Least Concern,Not Threatened,No,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,HOW SUFFICIENT IS THE NATURA 2000 NETWORK TO CONSERVE HIGHLY DISPERSIVE SPECIES?,Mátyás Prommer // Márton Horváth // János Bagyura,2015,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Természetvédelmi Közlemények,Hungary,BA,Less complex,Hungary,NA,Birds,Vulnerable,Threatened,No,NA,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,UNGULATE IMPACT ON THE REGENERATION OF AN UNEVEN-AGED DRY OAK FOREST,D. S?t? // J. Farkas // K. Katona,2017,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,T?j?kol?giai Lapok,Hungary,CI,Less complex,Z?nka,NA,Mammals,Least Concern,Not Threatened,No,NA,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,EFFECT OF GRASSLAND RESTORATION ON SMALL MAMMAL ASSEMBLAGES IN EGYEK-PUSZTAK?CS (HORTOB?GY NATIONAL PARK),Thomas Oliver M?r? // Ren?ta Bocz,2012,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Term?szetv?delmi K?zlem?nyek,Hungary,CI,Less complex,Egyek-Pusztak?csi mocs?r,NA,Mammals,Least Concern,Not Threatened,No,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,IMPACT OF WILD BOAR ON PROTECTED PLANT SPECIES IN A GAME PRESERVE IN K?R?SLAD?NY,Zsolt Bir? // Kriszti?n Katona // Norbert Bleier // R?bert Lehoczki // D?ra ?jv?ry // Zsolt Szil?gyi // Ferenc Markolt // L?szl? Szemethy,2012,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Term?szetv?delmi K?zlem?nyek,Hungary,NA,,K?r?slad?ny,NA,Mammals,Least Concern,Not Threatened,No,NA,2,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,THE IMPACT OF HABITAT IMPROVEMENT AND PREDATOR CONTROL ON THE POPULATION DYNAMICS OF EUROPEAN BROWN HARE (LEPUS EUROPAEUS),Nikolett Ujhegyi // Zsolt Bir? // L?szl? Patk? // Norbert Keller // L?szl? Szemethy,2015,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Term?szetv?delmi K?zlem?nyek,Hungary,BACI,More complex,J?szs?g,NA,Mammals,Least Concern,Not Threatened,No,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,SEASONAL SHIFT IN THE DIET OF THE EUROPEAN GROUND SQUIRREL (SPERMOPHILUS CITELLUS) IN MOWED OR GRAZED DRY GRASSLANDS,Barbara Gy?ri-Ko?sz // Kriszti?n Katona // S?ndor Farag?,2015,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Term?szetv?delmi K?zlem?nyek,Hungary,CI,Less complex,"Budakeszi, Budapest - Pesthidegk?t, Vecs?s, Solt-?jsolt, Kunszentmikl?s, Dunakeszi, Kunpesz?r, Szabadsz?ll?s",NA,Mammals,Endangered,Threatened,No,NA,3,3,2,0,0.33,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,BEAVERS CAME BACK - IS IT BLESSING OR CURSE?,D?vid Czab?n // Tam?s Gruber,2018,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Term?szetv?delmi K?zlem?nyek,Hungary,BA,Less complex,Farmos,NA,Mammals,Least Concern,Not Threatened,No,NA,3,1,0,2,0.33,0.67,0.33,2,,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,LESSONS TO BE LEARN FROM A BLIND MOLE RAT TRANSLOCATION,Viktor Schneider // J?nos Ruzsa // D?vid Czab?n // Attila N?meth,2019,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Term?szetv?delmi K?zlem?nyek,Hungary,CI,Less complex,Baja,NA,Mammals,Least Concern,Not Threatened,No,NA,4,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,UTILIZATION OF FROG TUNNELS UNDER MOTORWAYS IN HUNGARY,Tibor Kov?cs // Bal?zs V?gi // J?nos T?r?k,2010,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,?llattani K?zeml?nyek,Hungary,After,Less complex,"Balaton?sz?d, Balatonlelle ? R?dpuszta, Ordacsehi, K?l, Hej?kereszt?r",NA,Amphibian,Least Concern,Not Threatened,No,NA,2,1,0,1,0.5,0.5,0.5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,FROG RESCUE PROJECT AND A FRAMING APPROACH AT THE T?PI?-HAJTA AREA,Norbert Fl?ri?n // Alexandra Kavecs?nszki // M?rta Lad?nyi,2012,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Term?szetv?delmi K?zlem?nyek,Hungary,BACI,More complex,Farmos,NA,Amphibian,Least Concern,Not Threatened,No,NA,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,RESULTS OF THE FROG SAVING PROGRAM AT THE FARMOS AREA BETWEEN 2007?2016,Bal?zs Boz?ki // Csaba Antalicz,2018,Hungarian,Latin,88.4,No recognizable relationship,"14,000,000",Uralic,Term?szetv?delmi K?zlem?nyek,Hungary,After,Less complex,Farmos,NA,Amphibian,Least Concern,Not Threatened,No,NA,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Habitat management for Red?backed Shrike, Lanius collurio, conservation in farmland systems",Fabio Casale // Radames Bionda // Riccardo Falco // Paolo Siccardi // Valentina Toninelli // Diego Rubolini // Mattia Brambilla,2013,Italian,Latin,52.5,Remotely related,"68,000,000",Indo-European Italic,Rivista Italiana di Ornitologia - Research in Ornithology (RIO),Italy,After,Less complex,Domodossola and Villadossola / Verbano Cusio Ossola / Italy,720,Birds,Least Concern,Not Threatened,Yes,NA,5,2,0,3,0.4,0.6,0.4,2,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Forest management effects on birds in the Regional Park of Bracciano and Martignano (Lazio, Italy).",Fabio Scarf?,2013,Italian,Latin,52.5,Remotely related,"68,000,000",Indo-European Italic,Rivista Italiana di Ornitologia - Research in Ornithology (RIO),Italy,After,Less complex,Rome /Rome / Italy,720,Birds,Least Concern,Not Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Nest distribution and reproductive success of Kentish Plovers Charadrius alexandrinus along a coast subject to different management practices.,Luca Puglisi,2015,Italian,Latin,52.5,Remotely related,"68,000,000",Indo-European Italic,Picus,Italy,BA,Less complex,Vecchiano/Pisa/Italy,720,Birds,Least Concern,Not Threatened,Yes,NA,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Further researches on nest boxes: Eurasian Treecreeper, European Robin and Common Redstart.",Guido Premuda,2018,Italian,Latin,52.5,Remotely related,"68,000,000",Indo-European Italic,Picus,Italy,After,Less complex,Prealpi Orobiche/Bergamo/Italy,720,Birds,Least Concern,Not Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Survival of radio-tagged Grey Partridge (Perdix perdix) in a WWF Reserve in Latium (Central Italy) - Preliminary data.,Fabrizio Bulgarini//Marta Visentin,1992,Italian,Latin,52.5,Remotely related,"68,000,000",Indo-European Italic,Alula,Italy,After,Less complex,"Oasi WWF Pian Sant'Angelo, Viterbo/Lazio/Italy",720,Birds,Least Concern,Not Threatened,No,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Re-introduction of the Raven Corvus c. corax in the Monte Velino-Montagna della Duchessa Reserve (Central Italy).,Stefano Allavena// Marco Panella// Mario Spinetti,1999,Italian,Latin,52.5,Remotely related,"68,000,000",Indo-European Italic,Alula,Italy,After,Less complex,"Riserva Naturale Orientata Monte Velino, Magliano dei Marsi and Massa dÅfAlbe/LÅfAquila/Italia",720,Birds,Least Concern,Not Threatened,NA,NA,5,2,0,3,0.4,0.6,0.4,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Reintroduction of Griffon Vulture Gyps fulvus in the Riserva Naturale Monte Velino (Central Italy),Stefano Allavena// Marco Panella,2000,Italian,Latin,52.5,Remotely related,"68,000,000",Indo-European Italic,Alula,Italy,After,Less complex,"Riserva Naturale Orientata Monte Velino, Magliano dei Marsi and Massa dÅfAlbe/LÅfAquila/Italia",720,Birds,Least Concern,Not Threatened,NA,NA,11,1,0,10,0.09,0.91,0.09,2,1,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Birds and the power lines,Giacomo DellÅfOmo// David Costantini// Giuseppe di Lieto// Stefania Casagrande,2005,Italian,Latin,52.5,Remotely related,"68,000,000",Indo-European Italic,Alula,Italy,After,Less complex,1200 Km2 area within the Rome province (lat and log provided are for Rome as no specific location was mentioned in the paper)/Rome province/Italia,720,Birds,Least Concern,Not Threatened,Yes,NA,3,3,0,0,1,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,The Grey Partridge Perdix perdix in Rossa and Frasassi Gorge Natural Park af ter 2 year of reintroduction,Paolo Giacchini// Pietro Spadoni// Filippo Savelli// Massimiliano Scotti,2009,Italian,Latin,52.5,Remotely related,"68,000,000",Indo-European Italic,Alula,Italy,After,Less complex,Parco Naturale Gola della Rossa e di Frasassi/Provincia di Ancona/ Marche/ Italy,720,Birds,Least Concern,Not Threatened,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,The effect of organic farming on food intake and abundance of egrets and herons in rice ?elds, oki KATAYAMA// Hisaya MURAYAMA// Miyuki MASHIKO,2015,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Japanese Journal of Ornithology,Japan,CI,Less complex,"I shiki-shi, Ibaraki prefecture, Japan; Ishioka-shi Ibaraki prefecture, Japan; Chikusei-shi, Ibaraki prefecture, Japan; Kaminokawa-machi, Tochigi prefecture, Japan; Ootawara-shi, Tochigi prefecture, Japan",474,Birds,Least Concern,Not Threatened,Yes,NA,7,7,3,0,0.57,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Assimilation ef?ciency and growth of Rhinoceros Auklet chicks fed with Japanese Sand Lance and krill,Yu  KUME// Yasuaki NIIZUMA// Kentaro KAZAMA// Motohiro ITO// Rei YAMASHITA// Yutaka WATANUKI,2015,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Japanese Journal of Ornithology,Japan,After,Less complex,"Teuri Island, Hokkaido prefecture, Japan",474,Birds,Least Concern,Not Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Present condition of the avifau  of Mukojima, Ogasawara archipelago, following the eradication of feral goats",Emura  oko// Tomohiro Deguchi,2009,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Japanese Journal of Ornithology,Japan,BA,Less complex,"Muko Island, Tokyo prefecture, Japan",474,Birds,Least Concern,Not Threatened,Yes,NA,4,3,0,1,0.75,0.25,0.75,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Alter tive feed as a means of reducing damage to direct sown rice by the Oriental Turtle Dove, Streptopelia orientalis",Yasuhiro Yamaguchi// Hoshiko Yoshida,2006,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Japanese Journal of Ornithology,Japan,RCT,More complex,"Tsukuba-shi, Ibaraki prefecture, Japan",474,Birds,Least Concern,Not Threatened,Yes,NA,2,2,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Nest structure and nest constructing behavior of Ruddy King?sher Halcyon coromanda bangsi using arti?cial nest boxes made from foaming polystyrene,Harutaka Yano// Keisuke Ueda,2005,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Japanese Journal of Ornithology,Japan,After,Less complex,"Iriomote Island, Yaeyama-gun, Oki wa prefecture, Japan",474,Birds,Least Concern,Not Threatened,Yes,NA,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Population increase and breeding ecology of the Varied Tit Parus varius in a secondary forest with nest boxes,Yoshitaka ARAKIDA,1995,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Japanese Journal of Ornithology,Japan,BA,Less complex,"Seto-shi, Aichi prefecture, Japan",474,Birds,Least Concern,Not Threatened,Yes,NA,4,3,0,1,0.75,0.25,0.75,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Growth and Development of the Black Woodpecker Dryocopus martius in Captivity,Kouji MATSUMOTO,1987,Japanese,Kanji/Kana,87.2,No recognizable relationship,"123,000,000",Japonic,Japanese Journal of Ornithology,Japan,After,Less complex,"Otoineppu-mura,  kagawa-gun, Hokkaido prefecture, Japan",474,Birds,Least Concern,Not Threatened,No,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
